,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9020,3.4995,3,2.5,2240,7565,2.0,0.0,0.0,3,8,2240,0,1999,0.0,98003,47.3485,-122.301,2190,8254
15975,2.25,3,1.0,1080,16000,1.0,0.0,0.0,3,6,1080,0,1952,0.0,98001,47.2873,-122.251,1610,10007
14382,4.25,3,2.5,1230,23522,1.0,0.0,0.0,4,7,1230,0,1978,0.0,98059,47.515,-122.162,2340,23522
19180,2.165,2,1.75,1390,4482,1.0,0.0,0.0,4,8,1390,0,1980,0.0,98198,47.3785,-122.32,1390,4680
4139,5.26,3,1.75,1680,3420,1.0,0.0,0.0,3,7,960,720,1992,0.0,98115,47.6854,-122.291,1680,4080
14694,2.95,3,2.5,1570,6932,2.0,0.0,0.0,3,7,1570,0,1993,0.0,98038,47.3902,-122.049,1570,6271
10954,4.115,3,1.0,1110,7208,1.0,0.0,0.0,3,7,1110,0,1980,0.0,98052,47.6979,-122.124,1440,7210
8148,9.458,4,2.75,3360,9100,1.0,0.0,0.0,4,8,1760,1600,1973,0.0,98006,47.5641,-122.149,2620,8925
4111,5.5,4,2.0,2250,7500,1.0,0.0,0.0,5,7,1200,1050,1956,0.0,98005,47.5877,-122.157,1440,7500
14837,8.65,4,2.5,2520,4950,2.0,0.0,0.0,3,8,2520,0,1906,2002.0,98117,47.6814,-122.359,1810,3500
3010,9.45,2,2.5,2540,7089,2.0,0.0,0.0,3,9,2540,0,2004,0.0,98116,47.5747,-122.414,1330,7089
8961,4.05,3,2.0,1740,18000,1.0,0.0,0.0,3,7,1230,510,1989,0.0,98028,47.7397,-122.242,1740,11250
19550,4.915,4,1.75,2190,125452,1.0,0.0,2.0,3,9,2190,0,1968,0.0,98092,47.2703,-122.069,3000,125017
11848,4.32,3,2.0,1870,7080,1.0,0.0,0.0,4,7,1210,660,1969,0.0,98034,47.7244,-122.179,1620,8000
21298,4.58,4,3.5,3217,4000,2.0,0.0,0.0,3,8,2587,630,2008,0.0,98055,47.4483,-122.203,2996,5418
13866,3.3,3,1.0,1070,10563,1.0,0.0,0.0,3,7,1070,0,1969,0.0,98072,47.7687,-122.166,1840,9638
13064,3.85,3,1.0,1470,11398,1.0,0.0,0.0,3,8,1470,0,1950,0.0,98155,47.746,-122.296,1710,11407
18865,2.39,3,2.5,1360,5754,2.0,0.0,0.0,3,7,1360,0,1994,0.0,98030,47.3645,-122.183,1360,7050
18995,8.1,6,2.75,3970,9500,1.0,0.0,0.0,4,10,2180,370,1970,0.0,98005,47.5956,-122.178,2490,9775
11458,8.5,2,2.75,2700,9854,1.0,0.0,0.0,3,9,2700,0,2012,0.0,98053,47.7187,-122.024,1440,4168
10701,6.55,4,2.5,3340,34238,1.0,0.0,0.0,4,8,2060,1280,1977,0.0,98077,47.7654,-122.076,2400,36590
16110,19.3,4,3.75,3600,16101,1.0,0.0,0.0,3,9,3600,0,1951,0.0,98112,47.6308,-122.287,3650,9506
13276,2.7,3,2.5,1808,19200,1.0,0.0,0.0,3,8,1808,0,2005,0.0,98001,47.2598,-122.281,1450,14400
13092,3.15,3,2.0,1660,11135,1.0,0.0,0.0,3,8,1660,0,1971,0.0,98045,47.4897,-121.787,1660,11560
1774,3.275,3,2.25,1770,8755,1.0,0.0,0.0,3,8,1330,440,1981,0.0,98058,47.4464,-122.123,1910,8710
3415,2.45,2,1.0,820,7475,1.0,0.0,0.0,3,6,820,0,1945,0.0,98133,47.7321,-122.341,1030,5720
11956,8.31,4,2.5,2030,3905,1.5,0.0,0.0,4,7,1630,400,1926,0.0,98103,47.6547,-122.34,2000,3905
21107,6.95,4,2.5,2830,14538,2.0,0.0,0.0,3,8,2830,0,2003,0.0,98065,47.5405,-121.882,2270,6939
19305,7.46,3,1.75,1910,12321,1.0,0.0,0.0,4,7,1100,810,1952,0.0,98004,47.5995,-122.198,1910,11761
12741,4.5,3,2.5,2880,426452,2.0,0.0,3.0,3,7,2880,0,1979,0.0,98092,47.2485,-122.101,1460,320890
1618,2.08,3,1.75,1070,7200,1.0,0.0,0.0,3,7,1070,0,1994,0.0,98010,47.3134,-122.023,1480,7200
19378,3.3,4,2.0,1820,9450,1.0,0.0,0.0,3,7,1100,720,1962,0.0,98155,47.7607,-122.329,1540,9450
5105,4.999,3,1.75,2430,8820,1.0,0.0,2.0,3,8,1630,800,1977,0.0,98178,47.4972,-122.233,2390,10050
7161,7.1,4,2.5,2720,8000,1.0,0.0,0.0,4,7,1360,1360,1955,0.0,98136,47.5237,-122.391,1790,8000
4962,15.8,4,3.5,5830,131116,2.0,0.0,0.0,3,11,5830,0,2005,0.0,98024,47.5986,-121.949,5340,207206
6585,2.675,3,1.75,1650,7807,1.0,0.0,0.0,3,7,1650,0,1986,0.0,98030,47.3514,-122.167,1810,8475
1657,3.42,3,3.0,1260,1251,2.0,0.0,0.0,3,7,1040,220,2003,0.0,98144,47.5943,-122.296,1780,7715
19366,9.5,3,2.5,3480,7800,1.0,0.0,0.0,4,7,1750,1730,1941,1998.0,98177,47.7047,-122.378,3010,9918
16439,5.253,4,1.75,2520,7770,1.0,0.0,0.0,3,8,1680,840,1965,0.0,98177,47.7721,-122.372,2340,7770
12559,5.15,4,2.5,2280,14810,1.0,0.0,0.0,5,8,1500,780,1977,0.0,98056,47.5392,-122.186,2690,12196
6078,2.7,2,1.5,840,867,2.0,0.0,0.0,3,7,840,0,2005,0.0,98115,47.6955,-122.304,840,1322
14010,5.06,3,2.0,1160,6120,1.0,0.0,0.0,3,7,1160,0,1947,0.0,98115,47.6853,-122.293,1150,5100
10283,4.885,3,2.75,1820,9490,2.0,0.0,0.0,3,7,1820,0,1994,0.0,98011,47.7481,-122.178,1950,8851
9962,2.9,3,2.25,1880,7488,2.0,0.0,0.0,3,8,1880,0,1980,0.0,98032,47.3631,-122.277,2180,7344
7233,4.85,5,1.75,2140,43124,1.0,0.0,2.0,4,7,1220,920,1962,0.0,98027,47.5516,-122.085,2520,14677
13545,2.6,3,2.75,1730,4131,2.0,0.0,2.0,3,7,1480,250,1975,0.0,98106,47.5327,-122.346,1570,4120
7750,2.2495,3,1.5,1630,9282,1.0,0.0,0.0,4,7,1630,0,1963,0.0,98022,47.2021,-122.002,1420,9282
19745,6.45,3,2.25,1640,1023,3.0,0.0,0.0,3,8,1640,0,2014,0.0,98105,47.6636,-122.319,1720,1960
911,2.05,3,2.0,1410,8384,1.0,0.0,0.0,3,7,1410,0,1985,0.0,98001,47.3315,-122.263,1410,9205
10767,6.02,3,2.25,1580,11580,1.0,0.0,0.0,4,8,1580,0,1979,0.0,98006,47.5503,-122.155,2630,10009
6822,6.575,4,1.5,1910,5000,1.5,0.0,0.0,3,7,1610,300,1912,0.0,98105,47.6597,-122.29,2170,5000
14503,3.45,3,1.75,1930,9000,1.0,0.0,1.0,4,7,1150,780,1951,0.0,98166,47.4539,-122.348,1590,9000
75,8.325,4,4.0,3430,35102,2.0,0.0,0.0,4,10,2390,1040,1986,0.0,98075,47.5822,-121.987,3240,35020
16250,3.15,3,2.5,1950,3000,2.0,0.0,0.0,3,7,1950,0,2001,0.0,98146,47.4938,-122.337,1620,6000
12656,3.35,4,2.0,2030,103672,1.0,0.0,0.0,4,7,2030,0,1969,0.0,98022,47.1647,-121.973,1560,325393
14648,8.5,6,3.5,2820,5400,1.0,0.0,0.0,3,8,1620,1200,1958,0.0,98117,47.6791,-122.374,1560,2276
4185,16.0,4,2.75,3680,5000,2.0,0.0,3.0,3,9,2480,1200,1936,0.0,98105,47.6599,-122.269,3200,5000
7666,7.65,3,3.0,3270,38088,2.0,0.0,0.0,3,10,3270,0,1992,0.0,98053,47.6692,-122.028,1870,37457
4699,2.998,4,2.5,2410,4708,2.0,0.0,0.0,3,8,2410,0,2002,0.0,98092,47.3229,-122.182,2517,5290
5615,3.85,4,1.75,1690,4080,1.0,0.0,0.0,4,7,870,820,1984,0.0,98144,47.572,-122.289,1320,4080
953,8.51,4,2.5,3130,13202,2.0,0.0,0.0,3,10,3130,0,1996,0.0,98075,47.5878,-121.976,2840,10470
14976,3.165,3,2.5,1770,3873,2.0,0.0,0.0,3,7,1770,0,2005,0.0,98058,47.4648,-122.144,2280,4330
4873,11.5,4,2.5,1940,4875,2.0,0.0,0.0,4,9,1940,0,1925,0.0,98112,47.6427,-122.304,1790,4875
10275,4.015,4,2.5,3140,94525,2.0,0.0,0.0,4,8,2280,860,1977,0.0,98042,47.4155,-122.163,1910,14300
9059,2.55,2,1.0,1200,9000,1.0,0.0,2.0,5,6,1200,0,1917,0.0,98198,47.4039,-122.323,1660,9000
10308,1.85,4,1.0,1760,8906,1.0,0.0,0.0,3,7,1230,530,1966,0.0,98055,47.4288,-122.198,1180,10407
11216,3.1,2,1.0,720,5750,1.0,0.0,0.0,2,6,720,0,1943,0.0,98136,47.5535,-122.393,980,6125
7573,6.8,4,2.5,2880,9202,1.0,0.0,0.0,3,8,1780,1100,1977,0.0,98052,47.6658,-122.139,2500,10265
5799,2.72,4,2.25,1880,6160,2.0,0.0,0.0,3,7,1880,0,1993,0.0,98023,47.3214,-122.347,1580,6405
8527,12.4,3,2.5,2660,1973,3.0,0.0,3.0,3,9,1870,790,2007,0.0,98119,47.6264,-122.364,1640,1369
11387,5.5,4,2.75,2230,9460,1.0,0.0,0.0,5,7,1480,750,1960,0.0,98027,47.5246,-122.044,1760,10878
5620,2.35,2,1.0,880,5600,1.0,0.0,0.0,5,7,880,0,1955,0.0,98178,47.5071,-122.265,1240,7015
9455,2.506,4,2.5,1930,8660,1.0,0.0,0.0,3,7,1120,810,1981,0.0,98001,47.3261,-122.26,1830,9591
11792,5.277,2,2.25,1330,806,3.0,0.0,0.0,3,8,1330,0,2009,0.0,98117,47.6904,-122.395,1320,1389
11158,5.25,4,1.75,2280,5959,1.0,0.0,0.0,3,7,1250,1030,1947,0.0,98116,47.5655,-122.395,1640,5911
16156,5.325,3,3.25,3140,37120,1.0,0.0,0.0,3,9,1760,0,1984,0.0,98065,47.5244,-121.842,2100,13500
21214,4.97,3,2.25,1630,3817,2.0,0.0,0.0,3,7,1630,0,2005,0.0,98029,47.5485,-121.999,1630,3348
10993,6.0,3,2.5,2260,10153,2.0,0.0,0.0,3,10,2260,0,1987,0.0,98074,47.64100000000001,-122.068,2740,10153
5400,3.65,4,3.5,2720,6781,2.0,0.0,0.0,3,8,2100,620,1999,0.0,98055,47.4612,-122.215,2280,5942
5149,3.77691,5,1.75,2120,8399,1.0,0.0,0.0,4,7,1320,800,1942,0.0,98133,47.7621,-122.335,2120,8398
11799,3.75,3,1.0,1040,9800,1.0,0.0,0.0,4,7,1040,0,1955,0.0,98006,47.5765,-122.155,1280,8880
8642,2.49,3,1.0,1050,8498,1.0,0.0,0.0,4,7,1050,0,1959,0.0,98031,47.4043,-122.202,1050,8498
8403,5.15,3,1.75,1580,9147,1.0,0.0,1.0,4,7,1210,370,1967,0.0,98008,47.6069,-122.112,2600,23564
14696,2.42,3,2.25,1690,7292,1.0,0.0,0.0,3,7,1250,440,1985,0.0,98003,47.2639,-122.303,1670,7747
15629,4.55,2,1.5,1260,5100,1.0,0.0,0.0,3,7,1260,0,1941,0.0,98115,47.6914,-122.288,1640,5100
3785,5.3325,4,1.75,1520,15398,1.0,0.0,0.0,4,7,1370,150,1960,0.0,98027,47.5265,-122.05,1840,12500
7456,8.302,3,2.5,2680,4990,1.0,0.0,0.0,5,8,1440,1240,1951,0.0,98199,47.6538,-122.393,2320,6000
17563,4.75,3,2.5,1800,3300,2.0,0.0,0.0,3,7,1690,110,2004,0.0,98118,47.5491,-122.276,1570,4097
3101,11.3,4,3.0,3180,4649,2.0,0.0,0.0,4,9,2070,1110,1925,0.0,98105,47.6583,-122.273,2720,5980
10165,6.0,4,2.5,3870,50965,2.0,0.0,0.0,3,10,3870,0,2007,0.0,98010,47.3109,-122.045,2170,65843
8939,2.45,3,2.5,1720,3407,2.0,0.0,0.0,3,7,1720,0,1992,0.0,98031,47.4034,-122.188,1720,3407
1621,5.5,4,2.5,1670,5116,2.0,0.0,0.0,3,8,1670,0,1999,0.0,98155,47.7667,-122.33,1910,7210
19508,1.47,3,1.5,1480,9606,1.0,0.0,0.0,4,7,1100,380,1964,0.0,98023,47.2978,-122.363,1600,9619
4934,3.59,4,2.25,2710,22860,1.0,0.0,0.0,4,7,1850,860,1962,0.0,98001,47.3207,-122.266,1700,22860
1468,2.6,3,1.75,1050,5850,1.0,0.0,0.0,3,7,1050,0,1980,0.0,98166,47.4574,-122.358,1220,8880
11778,2.05,3,1.5,1120,8366,1.0,0.0,0.0,3,7,1120,0,1968,0.0,98042,47.3632,-122.11,1260,9000
5454,5.75,3,1.75,1890,11141,1.0,0.0,0.0,4,8,1890,0,1968,0.0,98006,47.5697,-122.163,2720,11144
1514,2.7,3,2.25,2080,4252,1.5,0.0,0.0,3,7,1550,530,2003,0.0,98042,47.4203,-122.157,2080,2275
370,2.8,3,2.25,1430,7222,2.0,0.0,0.0,3,7,1430,0,1993,0.0,98056,47.5112,-122.19,1430,7220
1832,1.8965,2,1.75,1100,7600,1.0,0.0,0.0,3,6,1100,0,1980,0.0,98198,47.4136,-122.318,1230,7350
1606,2.85,3,2.0,2110,6900,1.5,0.0,0.0,5,6,1220,890,1955,0.0,98178,47.504,-122.26,1350,7683
7621,6.45,3,2.0,2130,4000,2.0,0.0,0.0,3,7,2130,0,1908,0.0,98115,47.6741,-122.323,2010,4000
16205,5.9,3,2.5,2110,3870,2.0,0.0,0.0,3,9,2110,0,2004,0.0,98029,47.5513,-121.994,2300,3870
3467,3.73,5,2.5,3001,5710,2.0,0.0,0.0,3,8,3001,0,2006,0.0,98042,47.3727,-122.177,2340,5980
7949,4.4,4,2.5,2410,7517,2.0,0.0,0.0,3,8,2410,0,1983,0.0,98058,47.4388,-122.142,2420,8095
15382,4.1995,4,1.0,1530,7920,1.0,0.0,0.0,3,7,1030,500,1955,0.0,98166,47.4544,-122.36,1690,7920
4959,5.885,3,1.75,2330,14892,1.0,0.0,0.0,3,8,1970,360,1980,0.0,98074,47.6267,-122.046,2570,14217
13312,3.5,3,1.5,1870,9000,1.0,0.0,0.0,3,7,1120,750,1923,0.0,98108,47.5224,-122.318,1850,6000
16425,2.699,5,1.75,1750,8325,1.0,0.0,0.0,5,7,1750,0,1966,0.0,98031,47.4007,-122.198,1430,8325
7008,4.139,4,2.25,1770,5236,2.0,0.0,0.0,3,7,1770,0,2007,0.0,98056,47.5137,-122.189,2470,5064
21343,9.24,5,2.75,3210,8001,2.0,0.0,0.0,3,9,3210,0,2014,0.0,98074,47.5935,-122.061,3190,6624
14873,7.1,3,1.75,2430,11448,1.0,0.0,1.0,5,7,1620,810,1949,0.0,98117,47.6971,-122.391,2140,8144
16450,7.7995,4,2.75,2840,4864,3.0,0.0,0.0,3,9,2840,0,2014,0.0,98052,47.7103,-122.108,2990,5314
9393,10.9,4,2.5,4340,141570,2.5,0.0,0.0,3,11,4340,0,1992,0.0,98053,47.6805,-122.048,2720,97138
7203,6.15,4,2.75,3120,34040,2.0,0.0,0.0,3,9,3120,0,1997,0.0,98010,47.3431,-122.03,2420,25201
21552,17.0,4,3.5,3830,8963,2.0,0.0,0.0,3,10,3120,710,2014,0.0,98004,47.599,-122.197,2190,10777
7313,5.25,4,2.0,2680,14157,1.0,0.0,0.0,3,8,1460,1220,1966,0.0,98188,47.4286,-122.292,2100,9199
5334,3.5,3,1.75,1470,8645,1.0,0.0,0.0,3,6,1470,0,1949,0.0,98155,47.7524,-122.323,1470,7680
20048,5.71,3,2.5,2140,2867,2.0,0.0,0.0,3,8,1960,180,2005,0.0,98027,47.5357,-122.073,2280,2836
1171,3.59,3,2.5,1450,3850,2.0,0.0,0.0,3,7,1450,0,2004,0.0,98065,47.5318,-121.85,1970,3748
18850,3.0,2,1.0,970,13700,1.0,0.0,0.0,3,6,970,0,1949,0.0,98106,47.515,-122.362,1570,10880
7180,4.95,3,2.5,1860,3150,2.0,0.0,0.0,3,8,1860,0,2001,0.0,98034,47.719,-122.182,2050,3375
17975,5.0,4,2.5,2590,9354,2.0,0.0,0.0,4,9,2590,0,1993,0.0,98011,47.7703,-122.193,2730,9264
1036,4.15,3,1.75,1480,2200,2.0,0.0,0.0,3,7,1480,0,1995,0.0,98103,47.6969,-122.35,1360,2190
2678,5.621,2,0.75,1440,3700,1.0,0.0,0.0,3,7,1200,240,1914,0.0,98107,47.6707,-122.364,1440,4300
11172,2.25,3,2.0,1320,5665,1.0,0.0,0.0,3,7,1320,0,1986,0.0,98023,47.3096,-122.357,1336,7080
5404,4.3995,4,2.25,2780,15075,2.0,0.0,0.0,3,7,2780,0,1985,0.0,98059,47.477,-122.116,1650,25542
14255,1.3,2,1.0,840,6654,1.0,0.0,0.0,3,7,840,0,1951,0.0,98133,47.7319,-122.335,1350,5831
12865,2.84,3,1.0,1080,8214,1.0,0.0,0.0,3,7,1080,0,1944,0.0,98133,47.7401,-122.348,1850,13560
17042,5.5,3,1.75,1440,8957,1.0,0.0,0.0,4,7,1440,0,1957,0.0,98008,47.6008,-122.118,1340,8780
14202,12.9,5,3.5,2980,5100,2.0,0.0,0.0,3,10,2370,610,2015,0.0,98115,47.6782,-122.299,1780,5100
1524,4.25,3,2.25,1570,7475,1.0,0.0,0.0,4,7,1200,370,1983,0.0,98034,47.7223,-122.174,1700,7230
8065,3.5,3,1.75,1490,10344,1.0,0.0,0.0,3,7,1490,0,1985,0.0,98155,47.7517,-122.326,1450,8632
15159,8.05,3,2.25,2860,11250,1.0,0.0,1.0,5,8,2290,570,1956,0.0,98166,47.4534,-122.372,2030,11250
2689,3.4995,4,2.5,1820,3134,2.0,0.0,0.0,3,7,1820,0,1999,0.0,98019,47.7351,-121.985,1820,3751
2452,3.81,3,2.5,1470,3999,2.0,0.0,0.0,3,7,1470,0,2003,0.0,98065,47.5328,-121.871,1960,4444
15944,4.78,4,2.5,2780,7290,2.0,0.0,0.0,3,8,2780,0,1989,0.0,98059,47.50899999999999,-122.157,2450,7738
5173,11.6,4,3.0,2680,15438,2.0,0.0,2.0,3,8,2680,0,1902,1956.0,98039,47.6109,-122.226,4480,14406
1164,4.6,3,3.0,1520,7500,1.0,0.0,0.0,3,7,1180,340,1967,0.0,98034,47.7276,-122.181,2080,8000
18088,2.1745,3,1.0,1040,5000,1.0,0.0,0.0,3,7,1040,0,1959,0.0,98146,47.5122,-122.358,1440,5000
3750,5.89,5,2.0,3930,10150,1.5,0.0,0.0,4,8,3070,860,1968,0.0,98008,47.6317,-122.114,2200,8190
19017,3.1,4,2.5,3140,22100,1.0,0.0,0.0,4,8,1820,1320,1960,0.0,98023,47.319,-122.362,2700,25500
6111,2.775,3,2.25,1820,19602,1.0,0.0,0.0,4,7,1820,0,1964,0.0,98001,47.331,-122.286,1520,8773
18582,5.7,1,1.0,720,7540,1.0,1.0,4.0,4,6,720,0,1905,0.0,98198,47.3509,-122.323,1120,9736
12962,2.485,2,1.0,780,10064,1.0,0.0,0.0,4,7,780,0,1958,0.0,98168,47.4913,-122.318,1090,14750
13017,3.2,3,2.0,1250,8636,1.0,0.0,0.0,5,7,1250,0,1968,0.0,98059,47.5066,-122.159,1620,7653
16274,5.85,3,2.0,2220,209523,1.0,0.0,0.0,3,7,2220,0,1991,0.0,98019,47.7586,-121.911,1600,210830
11258,3.11,5,3.0,2020,5917,1.0,0.0,0.0,3,7,1220,800,1993,0.0,98108,47.5482,-122.294,2130,5529
10195,4.66,4,2.0,2240,4508,1.0,0.0,2.0,4,8,1340,900,1926,0.0,98178,47.5096,-122.25,1930,5250
20037,5.55,3,2.5,1940,3211,2.0,0.0,0.0,3,8,1940,0,2009,0.0,98027,47.5644,-122.093,1880,3078
10950,2.71,4,1.5,1800,9576,1.0,0.0,0.0,4,7,1800,0,1977,0.0,98045,47.4664,-121.747,1370,9576
18114,3.75,3,3.25,1280,1730,2.0,0.0,0.0,3,8,1090,190,2005,0.0,98177,47.7032,-122.36,1280,2121
8786,2.65,2,1.5,1440,22081,2.0,0.0,0.0,3,7,1440,0,1990,0.0,98019,47.7698,-121.896,1440,19544
16963,4.21,3,1.75,1100,8662,1.0,0.0,0.0,5,7,1100,0,1964,0.0,98056,47.5368,-122.173,1100,9240
20831,4.75,5,3.5,2780,3583,2.0,0.0,0.0,3,8,2180,600,2005,0.0,98059,47.4879,-122.152,2640,3850
1801,11.4,4,3.25,4130,11444,2.0,0.0,0.0,3,11,4130,0,2001,0.0,98059,47.5208,-122.15,3720,11431
11291,6.63,4,2.5,3570,6246,2.0,0.0,0.0,3,7,3570,0,2005,0.0,98075,47.5927,-122.006,2260,5231
13901,3.35,3,1.75,1730,15003,1.0,0.0,0.0,3,7,1150,580,1980,0.0,98014,47.6923,-121.92,1900,15483
8731,8.3,4,2.25,3010,12202,1.0,0.0,0.0,4,9,3010,0,1959,0.0,98005,47.6387,-122.174,2480,10143
8792,6.3,4,2.0,2480,3680,1.5,0.0,0.0,4,7,1470,0,1916,0.0,98116,47.5686,-122.392,1500,5750
7521,2.9,3,1.0,1240,9300,1.0,0.0,0.0,3,7,1240,0,1954,0.0,98148,47.4363,-122.333,1250,9300
1656,3.35,4,2.5,2240,9701,2.0,0.0,0.0,3,9,2240,0,1989,0.0,98023,47.3086,-122.392,2240,9410
5614,8.74,4,2.75,2860,6867,1.0,0.0,1.0,5,7,1560,1300,1946,0.0,98115,47.6723,-122.263,2290,5350
12363,5.499,4,3.0,2830,213879,2.0,0.0,0.0,4,8,2830,0,1987,0.0,98092,47.2925,-122.107,2250,213008
3212,6.5,3,1.75,1660,10819,1.0,0.0,0.0,4,7,1240,420,1942,0.0,98177,47.7045,-122.379,3110,11853
14931,8.39,4,2.75,2400,12469,1.0,0.0,2.0,4,8,1760,640,1958,0.0,98008,47.5861,-122.112,2400,10400
19360,5.09,4,2.0,1630,1724,1.5,0.0,0.0,3,6,1030,600,1915,1970.0,98119,47.6472,-122.362,1780,3810
9363,2.45,3,2.0,1850,8208,1.0,0.0,0.0,4,7,1180,670,1970,0.0,98023,47.3109,-122.362,1790,8174
12976,3.0,3,2.5,2080,9827,2.0,0.0,0.0,3,8,2080,0,1989,0.0,98023,47.3058,-122.394,2660,9861
13932,9.75,4,2.25,2420,15482,2.0,0.0,0.0,4,8,2420,0,1925,1997.0,98004,47.5907,-122.196,2870,13905
647,5.3,3,1.75,1320,2500,1.0,0.0,0.0,3,7,870,450,1918,0.0,98105,47.6681,-122.305,1580,2750
4752,9.3455,4,3.25,2320,5900,1.5,0.0,2.0,4,9,2320,0,1910,0.0,98144,47.597,-122.292,2320,6240
11003,1.86,3,1.75,1460,7967,1.0,0.0,0.0,3,7,1040,420,1977,0.0,98023,47.3199,-122.374,1460,6835
9390,8.79,4,3.0,3590,89640,2.0,0.0,0.0,3,10,3590,0,2005,0.0,98077,47.7557,-122.036,2790,54014
6414,5.85,4,3.0,3400,5100,2.0,0.0,0.0,3,9,3400,0,2006,0.0,98038,47.3548,-122.002,3400,5672
18954,6.65,2,2.5,2300,6984,1.0,0.0,0.0,3,8,2300,0,2006,0.0,98053,47.7087,-122.015,1820,4950
16901,1.37,3,1.0,1300,10125,1.0,0.0,0.0,4,6,1300,0,1959,0.0,98002,47.2921,-122.215,1300,10125
7274,4.4,3,2.0,1860,217800,2.0,0.0,2.0,3,8,1860,0,1998,0.0,98059,47.5157,-122.107,2500,217800
775,4.2,3,2.25,2000,8030,1.0,0.0,0.0,4,8,1000,1000,1963,0.0,98008,47.6188,-122.114,2070,8250
1985,16.0,3,4.25,2820,7200,2.0,0.0,0.0,4,10,2460,360,1930,0.0,98112,47.6298,-122.29,3300,7522
10508,2.3,2,1.0,1080,9435,1.0,0.0,0.0,3,6,1080,0,1958,0.0,98058,47.459,-122.181,1200,9210
8098,2.85,2,1.0,990,2446,2.0,0.0,0.0,3,7,990,0,1998,0.0,98144,47.5919,-122.297,1260,2805
5019,10.6,4,5.25,4140,14757,2.0,0.0,2.0,3,11,4140,0,2005,0.0,98075,47.5871,-121.969,4440,15523
9472,7.8,3,3.5,3310,5558,2.0,0.0,0.0,3,9,3310,0,2005,0.0,98029,47.5553,-122.003,3310,5270
7047,4.65,3,1.0,1210,4872,1.0,0.0,0.0,4,6,1210,0,1949,0.0,98118,47.5551,-122.273,1070,4872
8080,1.542,4,1.0,1310,8640,1.0,0.0,0.0,3,6,910,400,1948,0.0,98146,47.5104,-122.342,1310,8640
16780,3.86,3,2.0,2120,7560,1.0,0.0,0.0,3,9,2120,0,1991,0.0,98058,47.435,-122.16,2660,7700
19352,2.99,3,1.75,1180,13927,1.0,0.0,0.0,5,7,1180,0,1962,0.0,98059,47.4818,-122.094,1400,13173
14425,4.95,3,2.5,1800,7318,2.0,0.0,0.0,3,8,1800,0,1989,0.0,98029,47.5747,-122.008,1800,5414
6950,2.805,4,2.5,1890,6962,2.0,0.0,0.0,3,8,1890,0,1997,0.0,98092,47.3328,-122.187,2170,6803
12095,4.05,3,1.5,1600,7500,1.0,0.0,0.0,3,7,1600,0,1966,0.0,98034,47.721,-122.182,1700,7500
7027,6.31,4,2.0,1930,3240,1.5,0.0,0.0,4,7,1930,0,1911,0.0,98122,47.6156,-122.299,1480,3600
10125,5.05,2,1.0,1070,8130,1.0,0.0,0.0,3,7,1070,0,1942,0.0,98117,47.697,-122.37,1360,7653
5214,1.625,2,1.0,760,6141,1.0,0.0,0.0,2,6,760,0,1920,0.0,98118,47.5469,-122.277,900,4120
12549,10.9,4,2.75,3010,10830,2.0,0.0,3.0,4,9,3010,0,1980,0.0,98034,47.7005,-122.232,3010,10650
5130,2.2,1,1.5,1100,3451,1.5,0.0,0.0,4,8,1100,0,1978,0.0,98198,47.3829,-122.322,1400,4560
1680,3.9,3,1.5,1610,13500,1.0,0.0,0.0,3,7,1060,550,1970,0.0,98155,47.7674,-122.31,1540,11479
20178,3.85,4,2.5,2630,5701,2.0,0.0,0.0,3,7,2630,0,2010,0.0,98042,47.375,-122.16,2770,5939
10176,5.1,3,2.5,2300,27566,2.0,0.0,0.0,3,9,2300,0,1995,0.0,98019,47.7369,-121.96,2480,16650
14355,4.8,3,1.75,1600,8400,1.0,0.0,0.0,5,8,1600,0,1963,0.0,98006,47.5479,-122.179,2210,8400
18441,2.45,3,1.5,1550,9126,1.0,0.0,0.0,5,7,1550,0,1957,0.0,98022,47.2012,-122.0,1450,9282
5496,3.45,4,1.0,1980,7991,1.5,0.0,0.0,3,7,1980,0,1962,0.0,98058,47.4604,-122.17,1730,7700
18023,5.28,2,0.75,840,40642,1.0,1.0,4.0,4,6,840,0,1937,0.0,98070,47.404,-122.447,1850,64069
16288,37.1,4,3.5,5550,28078,2.0,0.0,2.0,4,12,3350,2200,2000,0.0,98039,47.6395,-122.234,2980,19602
3518,5.25,3,1.0,1550,6840,1.5,0.0,0.0,3,7,1550,0,1918,0.0,98103,47.6572,-122.335,2370,4560
15815,4.9995,3,2.5,2580,23925,2.0,0.0,0.0,3,9,2580,0,2001,0.0,98023,47.2978,-122.376,1660,8460
11795,3.62,5,2.5,2880,8216,2.0,0.0,0.0,3,8,2880,0,2001,0.0,98030,47.3747,-122.185,1960,7200
9263,4.65,1,1.0,1020,3200,1.0,0.0,0.0,3,7,1020,0,1927,0.0,98109,47.6361,-122.343,1670,3480
10041,6.65,2,2.5,2600,5000,1.0,0.0,0.0,5,8,1300,1300,1926,0.0,98126,47.5806,-122.379,2260,5000
1322,6.2,4,2.5,1840,220308,2.0,0.0,0.0,3,8,1840,0,2000,0.0,98038,47.4306,-122.049,1890,65340
